1.000000000000000000e+01 2.000000000000000000e+00 4.000000000000000000e+00 8.000000000000000000e+00 2.229890078306198120e-01 2.229890108108520508e+00
1.000000000000000000e+01 2.000000000000000000e+00 4.000000000000000000e+00 9.000000000000000000e+00 8.409578353166580200e-02 8.409578800201416016e-01
1.000000000000000000e+01 2.000000000000000000e+00 4.000000000000000000e+00 5.000000000000000000e+00 7.337139248847961426e-01 7.337139129638671875e+00
1.000000000000000000e+01 2.000000000000000000e+00 4.000000000000000000e+00 6.000000000000000000e+00 3.766046166419982910e-01 3.766046047210693359e+00
1.000000000000000000e+01 2.000000000000000000e+00 4.000000000000000000e+00 7.000000000000000000e+00 3.554657101631164551e-01 3.554656982421875000e+00
1.000000000000000000e+01 2.000000000000000000e+00 4.000000000000000000e+00 8.000000000000000000e+00 3.269390165805816650e-01 3.269390344619750977e+00
1.000000000000000000e+01 2.000000000000000000e+00 4.000000000000000000e+00 9.000000000000000000e+00 8.531326055526733398e-02 8.531326055526733398e-01
1.000000000000000000e+01 2.000000000000000000e+00 4.000000000000000000e+00 1.000000000000000000e+01 1.224674433469772339e-01 1.224674463272094727e+00
1.000000000000000000e+01 2.000000000000000000e+00 4.000000000000000000e+00 5.000000000000000000e+00 8.330324888229370117e-01 8.330325126647949219e+00
1.000000000000000000e+01 2.000000000000000000e+00 4.000000000000000000e+00 6.000000000000000000e+00 7.925137281417846680e-01 7.925137519836425781e+00
1.000000000000000000e+01 2.000000000000000000e+00 4.000000000000000000e+00 7.000000000000000000e+00 7.644850015640258789e-01 7.644849777221679688e+00
1.000000000000000000e+01 2.000000000000000000e+00 4.000000000000000000e+00 8.000000000000000000e+00 8.231262564659118652e-01 8.231263160705566406e+00
1.000000000000000000e+01 2.000000000000000000e+00 4.000000000000000000e+00 9.000000000000000000e+00 7.656879425048828125e-01 7.656879425048828125e+00
1.000000000000000000e+01 2.000000000000000000e+00 4.000000000000000000e+00 1.000000000000000000e+01 7.203057408332824707e-01 7.203057289123535156e+00
1.000000000000000000e+01 2.000000000000000000e+00 4.000000000000000000e+00 1.100000000000000000e+01 1.446143984794616699e-01 1.446143984794616699e+00
1.000000000000000000e+01 2.000000000000000000e+00 4.000000000000000000e+00 1.200000000000000000e+01 6.693571060895919800e-02 6.693570613861083984e-01
1.000000000000000000e+01 2.000000000000000000e+00 4.000000000000000000e+00 1.300000000000000000e+01 1.105948761105537415e-01 1.105948805809020996e+00
1.000000000000000000e+01 2.000000000000000000e+00 4.000000000000000000e+00 1.400000000000000000e+01 4.893803969025611877e-02 4.893803894519805908e-01
1.000000000000000000e+01 2.000000000000000000e+00 4.000000000000000000e+00 1.500000000000000000e+01 3.496506437659263611e-02 3.496506512165069580e-01
1.000000000000000000e+01 2.000000000000000000e+00 4.000000000000000000e+00 1.600000000000000000e+01 8.345940709114074707e-02 8.345940113067626953e-01
1.000000000000000000e+01 2.000000000000000000e+00 4.000000000000000000e+00 1.700000000000000000e+01 2.308109216392040253e-02 2.308109253644943237e-01
1.000000000000000000e+01 2.000000000000000000e+00 4.000000000000000000e+00 1.800000000000000000e+01 3.359933570027351379e-02 3.359933495521545410e-01
