0.000000000000000000e+00 0.000000000000000000e+00 -1.367379724979400635e-02
0.000000000000000000e+00 5.263157894736841813e-02 5.323562622070312500e-01
0.000000000000000000e+00 1.052631578947368363e-01 9.807184934616088867e-01
0.000000000000000000e+00 1.578947368421052544e-01 8.237490653991699219e-01
0.000000000000000000e+00 2.105263157894736725e-01 3.828807473182678223e-01
0.000000000000000000e+00 2.631578947368420907e-01 -2.915421128273010254e-02
0.000000000000000000e+00 3.157894736842105088e-01 -4.689162075519561768e-01
0.000000000000000000e+00 3.684210526315789269e-01 -5.629352331161499023e-01
0.000000000000000000e+00 4.210526315789473450e-01 -4.154756963253021240e-01
0.000000000000000000e+00 4.736842105263157632e-01 -2.680165469646453857e-01
0.000000000000000000e+00 5.263157894736841813e-01 -1.219095289707183838e-01
0.000000000000000000e+00 5.789473684210526550e-01 -1.592588424682617188e-02
0.000000000000000000e+00 6.315789473684210176e-01 -1.666235923767089844e-02
0.000000000000000000e+00 6.842105263157893802e-01 -3.603041172027587891e-02
0.000000000000000000e+00 7.368421052631578538e-01 -5.539843440055847168e-02
0.000000000000000000e+00 7.894736842105263275e-01 -7.476651668548583984e-02
0.000000000000000000e+00 8.421052631578946901e-01 -9.413453936576843262e-02
0.000000000000000000e+00 8.947368421052630527e-01 -1.135029792785644531e-01
0.000000000000000000e+00 9.473684210526315264e-01 -1.255071461200714111e-01
0.000000000000000000e+00 1.000000000000000000e+00 -1.338133513927459717e-01
5.263157894736841813e-02 0.000000000000000000e+00 6.331093311309814453e-01
5.263157894736841813e-02 5.263157894736841813e-02 1.236394286155700684e+00
5.263157894736841813e-02 1.052631578947368363e-01 1.685624003410339355e+00
5.263157894736841813e-02 1.578947368421052544e-01 1.791845679283142090e+00
5.263157894736841813e-02 2.105263157894736725e-01 1.068657517433166504e+00
5.263157894736841813e-02 2.631578947368420907e-01 3.261265456676483154e-01
5.263157894736841813e-02 3.157894736842105088e-01 -1.929849684238433838e-01
